,subject,date,NM,eid,fiber,region,nph_file,nph_bnc,comment,photometry_path_a,photometry_path_b,digital_inputs_path,alyx_exists,taskData_exists,taskData_alfpath,n_timestamps_nph,n_timestamps_bpod,drift_ppm,timestamps_diff
469,ZFM-04022,2022-07-27,DA,f0ebdfe3-15dd-4f71-b35e-aea6400b2b8b,probe13,Region6G,,0,new,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-07-27/003/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-07-27/DI0_D6_TCW_27Jul20220.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,787,786,-9.794096852,-1
470,ZFM-04026,2022-07-27,DA,296c7e55-e338-43f2-b5bb-2ad6e0c52436,probe10,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-07-27/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-07-27/DI1_D4_TCW_27Jul20220.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,534,533,-15.35498573,-1
471,ZFM-04392,2022-07-27,5HT,a1b3d18a-41f3-4b57-9c2f-f9e205841764,probe14,Region5G,,0,new,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04392/2022-07-27/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-07-27/DI0_S5_TCW_27Jul20220.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,329,328,-2.729529073,-1
472,ZFM-04533,2022-07-27,NE,9e1ef756-123c-40a8-9fb1-32b1558cd98b,probe17,Region6G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04533/2022-07-27/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-07-27/DI0_N1_TCW_27Jul20220.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,532,531,-18.1064292,-1
473,ZFM-04019,2022-07-28,DA,f69347b3-5b5b-4032-b5ea-a4667be6b17b,probe11,Region5G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04019/2022-07-28/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-07-28/DI1_D5_TCW_28Jul20220.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,830,829,-12.05129818,-1
474,ZFM-04022,2022-07-28,DA,45335143-4cdb-4f55-bda3-3d2046b6b7e7,probe12,Region5G,,0,new,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-07-28/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-07-28/DI0_D6_TCW_28Jul20220.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,684,683,-9.365333909,-1
475,ZFM-04022,2022-07-28,DA,45335143-4cdb-4f55-bda3-3d2046b6b7e7,probe13,Region6G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-07-28/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-07-28/DI0_D6_TCW_28Jul20220.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,684,683,-9.365333909,-1
476,ZFM-04026,2022-07-28,DA,990aff49-5e4b-4b75-a597-3b4dd3b29720,probe10,Region5G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-07-28/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-07-28/DI1_D4_TCW_28Jul20220.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,850,849,-1.280579487,-1
477,ZFM-04392,2022-07-28,5HT,c8406da0-92d7-453d-b137-cd114f52fb16,probe14,Region6G,,0,new,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04392/2022-07-28/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-07-28/DI0_S5_TCW_28Jul20220.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,495,494,7.439647393,-1
478,ZFM-04533,2022-07-28,NE,ec3dff4e-7d64-48c1-90a7-a35aeeb33f88,probe17,Region6G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04533/2022-07-28/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-07-28/DI0_N1_TCW_28Jul20220.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,740,739,-2.079797081,-1
479,ZFM-04019,2022-07-29,DA,4649407f-6f77-4edc-977b-a3a017f08f22,probe11,Region5G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04019/2022-07-29/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-07-29/DI1_D5_TCW_29Jul20220.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,835,834,-9.565647362,-1
480,ZFM-04022,2022-07-29,DA,3dffc578-3fa8-4d01-b0df-a61a5593be46,probe13,Region5G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-07-29/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-07-29/DI0_D6_TCW_29Jul20220.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,688,687,-6.273706888,-1
481,ZFM-04022,2022-07-29,DA,3dffc578-3fa8-4d01-b0df-a61a5593be46,probe12,Region6G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-07-29/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-07-29/DI0_D6_TCW_29Jul20220.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,688,687,-6.273706888,-1
482,ZFM-04026,2022-07-29,DA,24f07e1c-d027-4275-8ce5-c8a21800fcf6,probe10,Region5G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-07-29/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-07-29/DI1_D4_TCW_29Jul20220.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,845,844,-16.95503449,-1
483,ZFM-04392,2022-07-29,5HT,7daf84bd-3ad7-47bd-b877-2843313713e5,probe14,Region6G,,0,new,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04392/2022-07-29/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-07-29/DI0_S5_TCW_29Jul20220.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,752,751,1.256958014,-1
484,ZFM-04019,2022-08-02,DA,699dc94d-e141-42d7-afa5-ab9a1fa000f8,probe11,Region5G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04019/2022-08-02/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-08-02/DI1_D5_TCW_02Aug20220.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,565,564,-2.734111956,-1
485,ZFM-04026,2022-08-02,DA,4bd1973d-8d44-4843-85dd-d672ed2a3329,probe10,Region6G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-08-02/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-08-02/DI0_D4_TCW_02Aug20220.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,785,785,-7.012039343,0
486,ZFM-04392,2022-08-02,5HT,32358ab3-eed4-46f7-9f3c-fab5f3aa6029,probe14,Region5G,,1,new,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04392/2022-08-02/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-08-02/DI1_S5_TCW_02Aug20220.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,265,264,-13.01371261,-1
487,ZFM-04533,2022-08-02,NE,5791db3b-4911-4c8f-ae5e-1d6cc2ff586e,probe17,Region6G,0,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04533/2022-08-02/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-08-02/DI0_N1_TCW_02Aug20220.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,483,482,-17.89287124,-1
488,ZFM-04019,2022-08-03,DA,1c9d6859-0acd-4e41-9def-a9a08384c18f,probe11,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04019/2022-08-03/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-08-03/DI1_D5_TCW_03Aug20220.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,658,657,-8.485778705,-1
489,ZFM-04026,2022-08-03,DA,47fdea29-9505-4a41-892e-d1c15973c684,probe10,Region5G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-08-03/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-08-03/DI0_D4_TCW_03Aug20221.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,421,420,-10.12207925,-1
490,ZFM-04392,2022-08-03,5HT,23f01741-0bcf-4b91-b4bd-173db166fa80,probe14,Region5G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04392/2022-08-03/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-08-03/DI1_S5_TCW_03Aug20221.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,423,93,-16.40431358,-330
491,ZFM-04533,2022-08-03,NE,a7cce7cd-ed48-4e6b-b3cb-47d760349ddf,probe17,Region5G,0,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04533/2022-08-03/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-08-03/DI0_N1_TCW_03Aug20220.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,586,586,-2.191299747,0
492,ZFM-04019,2022-08-04,DA,b711e28f-607a-4662-bd2e-975f1a645820,probe11,Region6G,0,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04019/2022-08-04/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-08-04/PhotometryData_D5_N1_TCW_04Aug20220.csv',/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-08-04/DI0_D4_TCW_04Aug20220.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,573,970,-13.0402819,397
493,ZFM-04026,2022-08-04,DA,e42f7261-aef4-45e9-8e73-030f26e39ceb,probe10,Region5G,1,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-08-04/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-08-04/PhotometryData_N2_D4_TCW_04Aug20220.csv',/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-08-04/DI0_D4_TCW_04Aug20220.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,573,572,-6.653544183,-1
494,ZFM-04533,2022-08-04,NE,f9743f82-6829-49cf-827d-76433a09d67e,probe17,Region5G,0,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04533/2022-08-04/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-08-04/PhotometryData_D5_N1_TCW_04Aug20220.csv',/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-08-04/DI0_N1_TCW_04Aug20220.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,676,675,-1.15658518,-1
495,ZFM-04534,2022-08-04,NE,804df770-60c0-451a-8ba6-097c4eaf6b5e,probe18,Region6G,1,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04534/2022-08-04/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-08-04/PhotometryData_N2_D4_TCW_04Aug20220.csv',/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2022-08-04/DI1_N2_TCW_04Aug20220.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,834,833,-4.742056107,-1
496,ZFM-04022,2022-09-07,DA,b8ce4c29-0405-46e7-ba81-9595bb98695d,probe12,Region3G,0,0,new,/mnt/h0/kb/data/external_drive/2022-09-07/raw_photometry0.csv,,/mnt/h0/kb/data/external_drive/2022-09-07/bonsai_DI00.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,435,434,-5.92560242,-1
497,ZFM-04022,2022-09-08,DA,6158dd7a-d805-4a7d-9ce6-e92c4e1dfd7d,probe13,Region3G,0,0,new,/mnt/h0/kb/data/external_drive/2022-09-08/raw_photometry0.csv,,/mnt/h0/kb/data/external_drive/2022-09-08/bonsai_DI00.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,626,625,-21.51428629,-1
498,ZFM-04022,2022-09-09,DA,c7886822-b569-46e1-8bd5-fe0362ecdce0,probe13,Region3G,0,0,new,/mnt/h0/kb/data/external_drive/2022-09-09/raw_photometry0.csv,,/mnt/h0/kb/data/external_drive/2022-09-09/bonsai_DI00.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,892,891,-2.368849575,-1
499,ZFM-04392,2022-09-09,5HT,65047bce-2adf-4769-b1ad-c55418fa0269,probe16,Region4G,1,0,new,/mnt/h0/kb/data/external_drive/2022-09-09/raw_photometry1.csv,,/mnt/h0/kb/data/external_drive/2022-09-09/bonsai_DI01.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,610,610,-11.92738612,0
500,ZFM-04019,2022-09-15,DA,ebb0a831-5c1d-453b-8d0b-923c0eae9929,probe11,Region3G,1,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04019/2022-09-15/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2022-09-15/bonsai_DI01.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,950,949,-13.80255467,-1
501,ZFM-04019,2022-09-16,DA,69544b1b-7788-4b41-8cad-2d56d5958526,probe11,Region3G,1,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04019/2022-09-16/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2022-09-16/bonsai_DI01.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,976,975,3.956393077,-1
502,ZFM-04019,2022-09-21,DA,80bcab5a-20fd-4cc5-8a0e-e1e0149da372,probe11,Region3G,1,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04019/2022-09-21/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2022-09-21/bonsai_DI01.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,682,681,-7.090511776,-1
503,ZFM-04533,2022-09-21,NE,2fe3147b-1532-4232-80ba-4015b692c588,probe17,Region3G,0,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04533/2022-09-21/006/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2022-09-21/bonsai_DI00.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,516,515,-13.81353236,-1
504,ZFM-04533,2022-09-22,NE,6eed995a-1203-4463-87a6-4dff9a165ef5,probe17,Region3G,0,0,,/mnt/h0/kb/data/external_drive/2022-09-22/raw_photometry0.csv,,/mnt/h0/kb/data/external_drive/2022-09-22/bonsai_DI00.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,32,608,-141.4183855,576
505,ZFM-05236,2022-11-05,5HT,1b0153c8-834f-47d0-8276-4a880e695f17,probe21,Region3G,3,0,,/mnt/h0/kb/data/external_drive/2022-11-05/raw_photometry3.csv,,/mnt/h0/kb/data/external_drive/2022-11-05/bonsai_DI03.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,152,126,-9.224037085,-26
506,ZFM-05235,2022-11-07,5HT,b754b022-3d57-4ca5-91de-960fdf2ecd12,probe20,Region3G,0,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-05235/2022-11-07/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2022-11-07/bonsai_DI00.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,90,89,-8.727779819,-1
507,ZFM-05236,2022-11-07,5HT,dd7055c8-ed7f-4883-91d2-31d48653da06,probe21,Region3G,1,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-05236/2022-11-07/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2022-11-07/bonsai_DI01.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,126,125,-23.20428657,-1
508,ZFM-05248,2022-11-07,5HT,b1c2122a-29a2-483a-aad3-0361d4d94d67,probe23,Region4G,1,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-05248/2022-11-07/002/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/2022-11-07/raw_photometry1.csv,/mnt/h0/kb/data/external_drive/2022-11-07/bonsai_DI11.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,175,173,11.32404685,-2
510,ZFM-05236,2022-11-22,5HT,f27e4ce3-dafd-41af-a7b7-7add3c333953,probe21,Region3G,1,0,there is a photometry file before this one marked as NOTASK - maybe just the signal of these 2 mice without any task - /mnt/h0/kb/data/external_drive/2022-11-22/raw_photometry1_NOTASK_S7S12.csv,/mnt/h0/kb/data/external_drive/2022-11-22/raw_photometry2.csv,,/mnt/h0/kb/data/external_drive/2022-11-22/bonsai_DI02.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,142,141,-4.215429125,-1
511,ZFM-05248,2022-11-22,5HT,5b9592ff-1274-413c-a706-7aa1052baba2,probe23,Region4G,1,1,there is a photometry file before this one marked as NOTASK - maybe just the signal of these 2 mice without any task - /mnt/h0/kb/data/external_drive/2022-11-22/raw_photometry1_NOTASK_S7S12.csv,/mnt/h0/kb/data/external_drive/2022-11-22/raw_photometry2.csv,,/mnt/h0/kb/data/external_drive/2022-11-22/bonsai_DI12.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,159,159,-15.1249734,0
512,ZFM-05235,2022-11-23,5HT,d8bdd219-f470-44a7-a7d4-e89ddf904fe2,probe20,Region3G,3,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-05235/2022-11-23/003/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2022-11-23/bonsai_DI03.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,130,129,1.829362599,-1
513,ZFM-05236,2022-11-23,5HT,6e9883ff-c5c1-4594-a09f-f12cdca0e368,probe21,Region3G,5,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-05236/2022-11-23/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2022-11-23/bonsai_DI05.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,166,165,-22.40883839,-1
514,ZFM-05245,2022-11-23,5HT,65450a0c-d955-443c-a651-377a6e485731,probe22,Region4G,6,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-05245/2022-11-23/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2022-11-23/bonsai_DI16.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,235,234,-36.33341387,-1
515,ZFM-05248,2022-11-23,5HT,6c6020e4-84d4-468c-823b-02a23a342da2,probe23,Region4G,5,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-05248/2022-11-23/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2022-11-23/bonsai_DI15.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,122,121,9.342372095,-1
516,ZFM-04019,2022-11-24,DA,ffb21d02-6b0a-4a90-a1a2-5a721bcfef7b,probe11,Region3G,2,1,,/mnt/h0/kb/data/external_drive/2022-11-24/raw_photometry2.csv',,/mnt/h0/kb/data/external_drive/2022-11-24/bonsai_DI12.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,772,803,1.88746607,31
517,ZFM-04533,2022-11-24,NE,315c9f43-b40b-4cdd-ba31-a05ebf0c4352,probe17,Region4G,3,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04533/2022-11-24/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2022-11-24/bonsai_DI13.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,1070,1069,-3.791243364,-1
518,ZFM-04534,2022-11-24,NE,e414d161-d742-4752-968b-983e240ac1c9,probe18,Region4G,2,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-04534/2022-11-24/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2022-11-24/bonsai_DI02.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,496,495,-12.35641266,-1
519,ZFM-05235,2022-11-24,5HT,c779d086-cf45-4bfe-b1b7-04491ac9c3ef,probe20,Region3G,1,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-05235/2022-11-24/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2022-11-24/bonsai_DI01.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,152,151,-2.542852198,-1
520,ZFM-05236,2022-11-24,5HT,4b1a9efb-a208-4bc4-a4aa-5ca6256db0fe,probe21,Region3G,1,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-05236/2022-11-24/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2022-11-24/bonsai_DI11.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,178,255,5.639519808,77
521,ZFM-05245,2022-11-24,5HT,33a0110b-e4f4-46db-85cf-fd4838426da6,probe22,Region4G,1,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-05245/2022-11-24/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2022-11-24/bonsai_DI11.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,178,177,-25.09820258,-1
522,ZFM-05248,2022-11-24,5HT,f8ac8eed-991a-44f5-95c9-802e4cf6c92b,probe23,Region4G,0,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-05248/2022-11-24/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2022-11-24/bonsai_DI10.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,265,264,-4.862303967,-1
523,ZFM-04534,2022-11-25,NE,709b76e9-59f0-47e7-8709-156af58b9763,probe18,Region3G,1,0,,/mnt/h0/kb/data/external_drive/2022-11-25/raw_photometry1.csv,,/mnt/h0/kb/data/external_drive/2022-11-25/bonsai_DI01.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,566,747,-10.07983323,181
524,ZFM-05235,2022-11-25,5HT,0a8ad5c0-7490-4c99-b693-19110a65e18d,probe20,Region3G,3,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-05235/2022-11-25/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2022-11-25/bonsai_DI03.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,213,212,-17.72501018,-1
525,ZFM-05236,2022-11-25,5HT,d6c0a1b8-2c34-4cd4-976c-ab384254ec66,probe21,Region3G,0,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-05236/2022-11-25/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2022-11-25/bonsai_DI00.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,292,291,-5.514326217,-1
526,ZFM-05245,2022-11-25,5HT,47cd4e6f-1b25-43b0-aafd-c8e569856714,probe22,Region4G,3,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-05245/2022-11-25/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2022-11-25/bonsai_DI13.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,389,389,-3.633240511,0
527,ZFM-05248,2022-11-25,5HT,cd80bc64-e2cf-402e-956a-edab95bcbbae,probe23,Region4G,0,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-05248/2022-11-25/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2022-11-25/bonsai_DI10.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,262,262,-4.498292751,0
528,ZFM-05235,2022-11-28,5HT,30d7c4d9-444b-4206-929d-831513921ffc,probe20,Region3G,4,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-05235/2022-11-28/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2022-11-28/bonsai_DI04.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,287,286,-17.78195323,-1
529,ZFM-05245,2022-11-28,5HT,cd1f41a1-0cc9-40b3-a386-807efc21e1f7,probe22,Region4G,4,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-05245/2022-11-28/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2022-11-28/bonsai_DI14.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,777,776,-7.122236108,-1
