,subject,date,NM,eid,fiber,region,nph_file,nph_bnc,comment,photometry_path_a,photometry_path_b,digital_inputs_path,alyx_exists,taskData_exists,taskData_alfpath,n_timestamps_nph,n_timestamps_bpod,drift_ppm,timestamps_diff
166,ZFM-03061,2021-10-19,5HT,9c06e82c-ca97-4cb6-9653-cc4dee3956a3,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-19/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-19/DI1_M1_M4_TCW_S37_19Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,535,534,-9.882971725,-1
167,ZFM-03062,2021-10-19,5HT,2a0e87d4-7832-48a4-8cbc-690558a96773,probe02,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-10-19/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-19/DI1_M3_M2_TCW_S37_19Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,542,541,-10.40304925,-1
168,ZFM-03059,2021-10-20,5HT,5c5a5525-cde9-41bc-95b9-90a3a0c7bce3,probe01,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-10-20/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-20/DI1_M1_TCW_S38_20Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,878,877,-3.604422686,-1
169,ZFM-03061,2021-10-20,5HT,db67e1db-7f5d-4095-b25c-f19a844f8b14,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-20/003/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-20/DI1_M1_M4_TCW_S38_20Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,532,531,7.944979806,-1
170,ZFM-03061,2021-10-20,5HT,db67e1db-7f5d-4095-b25c-f19a844f8b14,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-20/003/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-20/DI1_M1_M4_TCW_S38_20Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,532,531,7.944979806,-1
171,ZFM-03062,2021-10-20,5HT,89cc1df7-b043-4f94-804d-35b5d004fce0,probe02,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-10-20/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-20/DI1_M2_TCW_S38_20Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,653,653,-12.08077316,0
172,ZFM-03059,2021-10-21,5HT,94e1f61f-57e2-4792-a901-d0baa7096b87,probe01,Region1G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-10-21/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-21/DI1_M1_TCW_S39_21Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,604,603,-9.165714906,-1
173,ZFM-03061,2021-10-21,5HT,d7962d31-9e15-453c-8459-56926781234c,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-21/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-21/DI1_M4_TCW_S39_21Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,495,494,-15.42350038,-1
174,ZFM-03061,2021-10-21,5HT,d7962d31-9e15-453c-8459-56926781234c,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-21/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-21/DI1_M4_TCW_S39_21Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,495,494,-15.42350038,-1
175,ZFM-03062,2021-10-21,5HT,9bb84712-7236-413d-8899-1a1cba80ff73,probe02,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-10-21/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-21/DI1_M2_TCW_S39_21Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,635,634,5.516459478,-1
176,ZFM-03059,2021-10-22,5HT,075a551f-ae82-4b9a-b659-fe94b638b7aa,probe01,Region1G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-10-22/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-22/DI1_M1_TCW_S40_22Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,570,569,1.571648571,-1
177,ZFM-03061,2021-10-22,5HT,ec99a9cb-0920-482f-92dd-2d508e3db62b,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-22/004/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-22/DI1_M4_TCW_S40_22Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,553,552,-13.25434555,-1
178,ZFM-03061,2021-10-22,5HT,ec99a9cb-0920-482f-92dd-2d508e3db62b,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-22/004/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-22/DI1_M4_TCW_S40_22Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,553,552,-13.25434555,-1
179,ZFM-03062,2021-10-22,5HT,d3f588fc-fe29-499f-b347-3be9bc24a60f,probe02,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-10-22/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-22/DI1_M2_TCW_S40_22Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,769,768,5.710811535,-1
180,ZFM-03059,2021-10-25,5HT,f8f1854d-9056-4f42-80b4-1af6443d81cf,probe01,Region1G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-10-25/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-25/DI1_M1_TCW_S41_25Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,389,389,-11.35995402,0
181,ZFM-03061,2021-10-25,5HT,0969bacf-a7da-4d1b-9911-39cc47b424c9,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-25/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-25/DI1_M4_TCW_S41_25Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,1032,1032,2.716494533,0
182,ZFM-03061,2021-10-25,5HT,0969bacf-a7da-4d1b-9911-39cc47b424c9,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-25/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-25/DI1_M4_TCW_S41_25Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,1032,1032,2.716494533,0
183,ZFM-03062,2021-10-25,5HT,a61e44a9-c38a-487a-b0e6-fc3905597356,probe02,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-10-25/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-25/DI1_M2_TCW_S41_25Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,838,837,3.532781379,-1
184,ZFM-03059,2021-10-26,5HT,3cafedfc-b78b-48ba-9bce-0402b71bbe90,probe01,Region1G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-10-26/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-26/DI1_M1_TCW_S42_26Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,997,997,-10.50119001,0
185,ZFM-03061,2021-10-26,5HT,d97aa626-72aa-4bb6-8a83-af8e2ce5fa8f,probe04,Region1G,,1,new,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-26/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-26/DI1_M4_TCW_S42_26Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,444,444,-18.70391514,0
186,ZFM-03061,2021-10-26,5HT,d97aa626-72aa-4bb6-8a83-af8e2ce5fa8f,probe05,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-26/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-26/DI1_M4_TCW_S42_26Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,444,444,-18.70391514,0
188,ZFM-03062,2021-10-26,5HT,4b391d5d-238d-4f1c-afaf-68e04b8a012b,probe02,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-10-26/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-26/DI1_M2_TCW_S42_26Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,696,695,-5.052643562,-1
189,ZFM-03059,2021-10-27,5HT,2c34d9fb-4556-4740-9a29-1e419544bb72,probe01,Region1G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-10-27/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-27/DI1_M1_TCW_S43_27Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,808,808,-11.45204631,0
190,ZFM-03061,2021-10-27,5HT,9bd4a155-c529-4ad9-b719-36b866b30ee4,probe04,Region1G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-27/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-27/DI1_M4_TCW_S43_27Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,441,441,-14.10745634,0
191,ZFM-03061,2021-10-27,5HT,9bd4a155-c529-4ad9-b719-36b866b30ee4,probe05,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-27/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-27/DI1_M4_TCW_S43_27Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,441,441,-14.10745634,0
193,ZFM-03062,2021-10-27,5HT,5551bebd-5777-480d-aa25-d46cf4d2292d,probe02,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-10-27/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-27/DI1_M2_TCW_S43_27Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,1092,1091,2.8543388,-1
194,ZFM-03059,2021-10-28,5HT,f3da93ab-d90b-45b2-b818-2cea6df53983,probe01,Region1G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-10-28/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-28/DI1_M1_TCW_S44_28Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,662,662,-25.78667666,0
195,ZFM-03061,2021-10-28,5HT,8dcdea72-afb1-4e3b-9e2e-0424a795adf2,probe04,Region1G,,1,solved,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-28/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-28/DI1_M4_TCW_S44_28Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,289,289,2.760874175,0
196,ZFM-03061,2021-10-28,5HT,8dcdea72-afb1-4e3b-9e2e-0424a795adf2,probe05,Region4G,,1,solved,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-28/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-28/DI1_M4_TCW_S44_28Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,289,289,2.760874175,0
199,ZFM-03062,2021-10-28,5HT,2dffbfb5-3002-4539-b13a-dd4cd50149a0,probe02,Region6G,,1,solved,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-10-28/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-28/DI1_M2_TCW_S44_28Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,661,660,-13.0306156,-1
200,ZFM-03059,2021-10-29,5HT,086d3b97-a2b9-4df9-a29f-9eee1ea4fb51,probe01,Region1G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-10-29/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-29/DI1_M1_TCW_S45_29Oct2021_2.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,650,649,-15.64231053,-1
201,ZFM-03061,2021-10-29,5HT,49d39c6a-11cc-4fd3-99c5-c612849bfa3b,probe04,Region1G,,1,doubt,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-29/004/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-29/DI1_M4_TCW_S45_29Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,887,887,-10.36655726,0
202,ZFM-03061,2021-10-29,5HT,49d39c6a-11cc-4fd3-99c5-c612849bfa3b,probe05,Region4G,,1,doubt,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-29/004/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-29/DI1_M4_TCW_S45_29Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,887,887,-10.36655726,0
204,ZFM-03062,2021-10-29,5HT,6714d921-e53c-42c9-8950-3a36a5cca2fd,probe02,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-10-29/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-29/DI1_M2_TCW_S45_29Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,1254,1253,-10.23542572,-1
205,ZFM-03061,2021-11-03,5HT,c8a880e2-4657-4945-9ec8-f2643cceeff9,probe04,Region1G,,1,doubt,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-11-03/005/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-11-03/DI1_M4_TCW_S46_30Nov2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,489,489,-17.28791795,0
206,ZFM-03061,2021-11-03,5HT,c8a880e2-4657-4945-9ec8-f2643cceeff9,probe05,Region4G,,1,doubt,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-11-03/005/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-11-03/DI1_M4_TCW_S46_30Nov2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,489,489,-17.28791795,0
208,ZFM-03059,2021-11-05,5HT,83d09945-8060-48e5-97a4-f86b3762591d,probe01,Region1G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-11-05/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-11-05/DI1_M1_TCW_S46_05Nov2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,1380,1380,-5.846441808,0
209,ZFM-03447,2021-11-06,DA,8656db14-e23c-41a6-af0e-1d5918ac3727,probe06,Region1G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03447/2021-11-06/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S02_06Nov2021/PhotometryData_D1_TCW_S02_06Nov2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S02_06Nov2021/DI1_D1_TCW_S02_06Nov2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,228,227,0.7610657913,-1
210,ZFM-03448,2021-11-06,DA,9fa78eec-5b00-4050-b83c-059b89f7e46d,probe07,Region1G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03448/2021-11-06/002/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S02_06Nov2021/PhotometryData_D2_TCW_S02_06Nov2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S02_06Nov2021/DI1_D2_TCW_S02_06Nov2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,262,261,-7.894088559,-1
211,ZFM-03450,2021-11-06,DA,706049c7-8d9b-4e8f-8f0f-809ea910e1b0,probe08,Region1G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03450/2021-11-06/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S02_06Nov2021/PhotometryData_D3_TCW_S02_06Nov2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S02_06Nov2021/DI1_D3_TCW_S02_06Nov2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,219,218,-21.19387021,-1
212,ZFM-03450,2021-11-06,DA,706049c7-8d9b-4e8f-8f0f-809ea910e1b0,probe09,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03450/2021-11-06/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S02_06Nov2021/PhotometryData_D3_TCW_S02_06Nov2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S02_06Nov2021/DI1_D3_TCW_S02_06Nov2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,219,218,-21.19387021,-1
213,ZFM-03447,2021-11-08,DA,8475d56f-1f95-413b-adb2-144c117ef92f,probe06,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03447/2021-11-08/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S04_08Nov2021/PhotometryData_D1_TCW_S04_08Nov2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S04_08Nov2021/DI1_D1_TCW_S04_08Nov2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,255,254,-10.05751076,-1
214,ZFM-03448,2021-11-08,DA,6353fc85-434d-4fa6-8154-7d376106e455,probe07,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03448/2021-11-08/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S04_08Nov2021/PhotometryData_D2_TCW_S04_08Nov2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S04_08Nov2021/DI1_D2_TCW_S04_08Nov2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,293,292,6.511977405,-1
215,ZFM-03450,2021-11-08,DA,b33dbb1d-d484-4893-8c23-b276da55aee4,probe08,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03450/2021-11-08/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S04_08Nov2021/PhotometryData_D3_TCW_S04_08Nov2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S04_08Nov2021/DI1_D3_TCW_S04_08Nov2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,255,254,-11.3023858,-1
216,ZFM-03450,2021-11-08,DA,b33dbb1d-d484-4893-8c23-b276da55aee4,probe09,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03450/2021-11-08/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S04_08Nov2021/PhotometryData_D3_TCW_S04_08Nov2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S04_08Nov2021/DI1_D3_TCW_S04_08Nov2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,255,254,-11.3023858,-1
217,ZFM-03447,2021-11-10,DA,f6271673-7bee-4d47-b5bf-cb2c5f3ca869,probe06,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03447/2021-11-10/002/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S05_10Nov2021/PhotometryData_D1_TCW_S05_10Nov2021_2.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S05_10Nov2021/DI1_D1_TCW_S05_10Nov2021_2.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,121,120,-93.40449536,-1
218,ZFM-03448,2021-11-10,DA,cab30b9f-fa1d-4f39-86f2-58e9265bd9f4,probe07,Region4G,,1,,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S05_10Nov2021/PhotometryData_D2_TCW_S05_10Nov2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S05_10Nov2021/DI1_D2_TCW_S05_10Nov2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,,,,
220,ZFM-03447,2021-11-11,DA,350e9ddf-a0f7-4ff8-b1d9-00f1ee8640d9,probe06,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03447/2021-11-11/001/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S06_11Nov2021/PhotometryData_D1_TCW_S06_11Nov2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S06_11Nov2021/DI1_D1_TCW_S06_11Nov2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,345,344,-5.928760615,-1
221,ZFM-03448,2021-11-11,DA,fa5a25e2-fb81-4436-9a76-1c34a620fb9b,probe07,Region4G,,1,2 sessions; 1st session = 84trials,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S06_11Nov2021/PhotometryData_D2_TCW_S06_11Nov2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S06_11Nov2021/DI1_D2_TCW_S06_11Nov2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,,,,
222,ZFM-03448,2021-11-11,DA,2cbdbc6f-3060-4fe1-9b86-79011f7bc9cb,probe07,Region4G,,1,2 sessions; this is the 2nd session ,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S06_11Nov2021/PhotometryData_D2_D3_TCW_S06_11Nov2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S06_11Nov2021/DI1_D2_TCW_S06_11Nov2021_2.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,,,,
223,ZFM-03450,2021-11-11,DA,409ee2ac-11ca-41a7-93fa-b5ac44e049f8,probe09,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03450/2021-11-11/002/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S06_11Nov2021/PhotometryData_D2_D3_TCW_S06_11Nov2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S06_11Nov2021/DI0_D3_TCW_S06_11Nov2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,58,57,6.564379986,-1
224,ZFM-03450,2021-11-11,DA,409ee2ac-11ca-41a7-93fa-b5ac44e049f8,probe08,Region6G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03450/2021-11-11/002/raw_photometry_data/raw_photometry.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S06_11Nov2021/PhotometryData_D2_D3_TCW_S06_11Nov2021.csv,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/DA/TCW_S06_11Nov2021/DI0_D3_TCW_S06_11Nov2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,58,57,6.564379986,-1
